ax,ay,az,gx,gy,gz
-0.548, 0.996, 3.771, 55.115, 20.874, -81.177
-0.590, 1.420, 4.000, 55.786, 54.810, -86.609
-0.699, 1.781, 4.000, 62.256, 96.741, -100.952
-0.851, 2.222, 3.901, 66.162, 142.578, -121.277
-1.106, 2.710, 3.572, 64.697, 187.744, -147.766
-1.462, 3.161, 3.169, 52.917, 228.455, -183.044
-1.943, 3.573, 2.737, 27.893, 263.184, -227.661
-2.516, 3.895, 2.322, -9.033, 291.992, -281.006
-3.240, 3.969, 1.831, -60.181, 313.416, -346.619
-3.989, 3.866, 1.373, -104.797, 324.890, -418.213
-4.000, 3.261, 0.885, -163.330, 325.928, -497.437
-4.000, 2.033, 0.332, -248.962, 313.293, -579.041
-4.000, 0.259, -0.087, -336.609, 282.776, -650.208
-4.000, -1.707, -0.208, -382.080, 233.582, -693.054
-4.000, -3.721, -0.030, -374.756, 176.331, -698.364
-4.000, -4.000, 0.349, -350.220, 123.718, -661.133
-3.247, -4.000, 0.856, -308.350, 81.299, -593.018
-2.316, -4.000, 1.315, -248.047, 53.589, -509.399
-1.483, -4.000, 1.566, -178.772, 41.931, -418.579
-0.833, -4.000, 1.415, -112.000, 43.213, -317.383
-0.393, -4.000, 0.890, -50.964, 48.889, -202.576
-0.191, -4.000, 0.350, -2.075, 48.523, -87.769
-0.124, -3.963, -0.069, 35.400, 39.856, 3.601
-0.102, -2.184, -0.306, 52.490, 23.743, 59.326
-0.083, -0.540, -0.358, 48.279, 3.723, 82.642
-0.040, 0.584, -0.188, 30.334, -17.883, 75.623
0.001, 1.004, 0.182, 9.094, -37.842, 47.180
0.037, 0.783, 0.695, -5.066, -52.673, 11.719
0.078, 0.128, 1.154, -12.329, -58.899, -18.127
0.156, -0.584, 1.438, -15.747, -56.274, -33.142
0.210, -1.101, 1.600, -20.081, -48.645, -32.166
0.246, -1.286, 1.618, -19.409, -38.940, -18.677
0.260, -1.160, 1.552, -12.573, -28.564, 0.000
0.245, -0.843, 1.422, -3.906, -19.592, 17.151
0.225, -0.384, 1.235, 1.709, -13.123, 30.029
0.213, 0.080, 1.042, 3.662, -9.399, 35.278
0.212, 0.448, 0.932, 1.282, -9.583, 32.104
0.213, 0.638, 0.903, -1.709, -11.841, 22.034
0.220, 0.591, 0.920, -5.859, -14.832, 7.874
0.219, 0.328, 0.956, -7.019, -17.395, -5.676
0.211, -0.037, 0.974, -6.714, -18.738, -15.198
0.201, -0.256, 0.999, -5.188, -19.531, -16.724
0.183, -0.377, 1.032, -2.991, -20.020, -14.038
0.163, -0.459, 1.012, -0.916, -20.447, -10.559
0.139, -0.453, 1.060, 0.916, -21.118, -5.554
0.127, -0.364, 1.133, 0.000, -21.179, -1.099
0.119, -0.289, 1.194, -1.038, -20.020, 1.282
0.110, -0.277, 1.229, -1.099, -17.822, 2.014
0.110, -0.305, 1.222, -0.183, -14.771, 2.136
0.109, -0.303, 1.209, -2.075, -12.085, 3.540
0.104, -0.242, 1.233, -5.493, -9.705, 5.676
0.105, -0.156, 1.210, -6.653, -6.958, 7.263
0.114, -0.089, 1.106, -6.226, -3.662, 7.141
0.115, -0.068, 1.011, -4.272, -1.831, 5.615
0.111, -0.144, 0.981, -2.625, -2.075, 3.296
0.099, -0.243, 0.974, -1.221, -3.235, 2.258
0.091, -0.280, 0.946, -0.427, -3.601, 3.906
0.106, -0.212, 0.899, 2.075, -4.150, 7.263
