ax,ay,az,dx,dy,dz,x,y,z
-12.616, 31.332, 3.445, -0.052, 0.734, -1.556, -0.119, 0.022, -0.001
-14.499, 33.115, 2.573, -0.471, 0.811, -1.849, -0.120, 0.024, -0.001
-17.221, 33.626, 1.306, -1.238, 1.128, -2.472, -0.122, 0.026, -0.001
-20.342, 32.262, -0.847, 0.440, -0.191, -2.907, -0.123, 0.029, -0.001
-23.688, 29.100, -2.919, -0.398, 0.149, -2.982, -0.125, 0.031, -0.001
-27.209, 22.560, -4.398, -0.705, 0.129, -3.793, -0.127, 0.033, -0.002
-30.040, 14.481, -5.673, -0.797, 0.032, -3.708, -0.129, 0.034, -0.002
-32.043, 5.603, -5.395, -0.953, -0.136, -4.431, -0.131, 0.034, -0.002
-32.791, -2.273, -4.021, -1.419, -0.323, -4.051, -0.133, 0.034, -0.003
-32.589, -7.926, -1.956, -1.639, -0.732, -4.545, -0.136, 0.034, -0.003
-31.971, -13.006, 0.855, -0.666, 0.777, -3.972, -0.138, 0.033, -0.003
-30.847, -19.014, 4.845, -0.939, -0.024, -4.356, -0.141, 0.032, -0.002
-28.512, -26.115, 8.402, -0.695, -0.146, -3.717, -0.142, 0.030, -0.002
-25.270, -33.265, 9.410, -0.587, -0.171, -3.924, -0.145, 0.027, -0.001
-21.706, -39.265, 9.414, -0.425, -0.121, -3.179, -0.146, 0.025, -0.001
-17.847, -39.265, 7.759, -0.301, -0.078, -3.121, -0.147, 0.022, 0.000
-13.991, -39.265, 3.816, -0.034, 0.029, -2.300, -0.148, 0.019, 0.000
-11.102, -39.265, -0.096, -10.753, -3.255, -1.978, -0.149, 0.016, 0.000
-8.828, -39.258, -3.738, -0.808, -0.387, -1.359, -0.150, 0.013, 0.000
-7.407, -30.464, -5.577, -0.596, -0.367, -0.754, -0.151, 0.011, -0.000
-6.366, -21.711, -5.501, -0.569, -0.446, -0.463, -0.151, 0.009, -0.001
-5.664, -15.454, -3.945, -0.664, -0.598, -0.351, -0.151, 0.008, -0.001
-5.503, -10.854, -0.377, -1.334, -1.075, -0.276, -0.152, 0.007, -0.001
-4.727, -10.762, 0.944, 0.067, -0.255, -0.244, -0.152, 0.006, -0.001
-4.303, -9.779, 4.387, -0.187, -0.387, -0.217, -0.153, 0.006, -0.001
-3.481, -10.162, 7.094, -0.205, -0.416, -0.193, -0.153, 0.005, -0.000
-2.970, -9.459, 9.601, -0.197, -0.356, -0.129, -0.153, 0.004, 0.001
-2.345, -7.588, 10.715, -0.173, -0.244, -0.031, -0.153, 0.004, 0.001
-1.962, -4.453, 10.326, -0.194, -0.171, 0.043, -0.153, 0.003, 0.002
-1.762, -2.077, 7.882, -0.152, -0.064, 0.070, -0.154, 0.003, 0.003
-1.293, -0.184, 4.379, -0.133, -0.001, 0.075, -0.154, 0.003, 0.003
-0.916, 0.478, 1.433, -0.087, 0.016, 0.037, -0.154, 0.003, 0.003
-0.672, -0.111, -0.000, -6.236, -34.682, -0.003, -0.154, 0.003, 0.003
-0.444, -1.497, -0.641, -0.487, -0.261, -0.025, -0.154, 0.003, 0.003
-0.376, -2.673, -1.463, -0.465, -0.296, -0.023, -0.154, 0.003, 0.003
-0.083, -1.420, -2.394, -0.501, -0.372, 0.017, -0.154, 0.003, 0.003
0.189, 0.816, -2.799, 0.236, 0.404, 0.062, -0.154, 0.003, 0.003
0.123, 1.526, -2.714, 0.202, 0.334, 0.045, -0.154, 0.003, 0.002
0.132, 1.842, -2.691, 0.249, 0.346, 0.030, -0.154, 0.003, 0.002
0.146, 1.963, -1.974, 0.249, 0.279, 0.012, -0.154, 0.003, 0.002
-0.002, 1.381, -0.755, 0.314, -0.517, -0.007, -0.154, 0.003, 0.002
-0.090, 0.888, -0.021, 1.253, -0.517, -0.013, -0.154, 0.003, 0.002
-0.188, 0.001, 0.419, -0.044, -0.163, -0.015, -0.154, 0.003, 0.002
-0.408, -1.069, 0.702, -0.075, -0.152, -0.007, -0.154, 0.003, 0.002
-0.548, -0.646, 0.972, -0.093, -0.164, 0.032, -0.154, 0.003, 0.002
-0.586, 0.818, 1.411, -0.009, -0.133, 0.067, -0.154, 0.003, 0.002
-0.554, 1.776, 1.895, -0.001, -0.132, 0.088, -0.154, 0.003, 0.002
-0.619, 3.026, 2.377, 0.000, -0.101, 0.077, -0.154, 0.003, 0.002

-6.649, 5.049, 19.733, 0.076, 0.013, 0.156, -0.000, 0.000, 0.001
-6.821, 6.058, 22.920, 0.074, 0.116, 0.144, -0.001, 0.001, 0.003
-7.119, 6.688, 26.141, 0.036, 0.216, 0.076, -0.001, 0.001, 0.004
-7.383, 6.533, 29.585, 0.039, 0.389, 0.017, -0.002, 0.002, 0.007
-7.882, 6.351, 29.671, 0.040, 0.501, -0.034, -0.002, 0.002, 0.009
-8.186, 7.844, 29.671, 0.026, 0.777, -0.085, -0.003, 0.003, 0.011
-9.307, 8.802, 29.671, -0.034, 1.005, -0.148, -0.004, 0.003, 0.014
-10.853, 12.404, 29.671, -0.100, 1.106, -0.198, -0.005, 0.004, 0.015
-12.563, 14.588, 29.671, -0.173, 1.321, -0.335, -0.005, 0.005, 0.017
-14.467, 13.869, 29.019, -0.261, 1.713, -0.606, -0.006, 0.006, 0.020
-16.039, 11.163, 25.459, -0.318, 1.916, -0.849, -0.008, 0.007, 0.022
-17.607, 8.617, 23.141, -0.342, 1.858, -0.926, -0.009, 0.008, 0.023
-18.990, 5.704, 21.710, -0.489, 2.251, -1.204, -0.010, 0.008, 0.025
-20.560, 2.786, 21.022, -0.523, 2.136, -1.192, -0.012, 0.008, 0.026
-22.373, 0.700, 20.522, -0.624, 2.561, -1.436, -0.013, 0.008, 0.028
-24.609, -1.780, 19.053, -0.524, 2.432, -1.343, -0.015, 0.008, 0.029
-27.303, -3.631, 16.229, -0.521, 2.935, -1.551, -0.017, 0.008, 0.031
-29.666, -4.841, 11.425, -0.383, 2.809, -1.375, -0.019, 0.008, 0.031
-31.571, -5.792, 5.084, -0.404, 3.454, -1.520, -0.022, 0.007, 0.032
-32.818, -4.822, -1.289, -0.720, 2.158, -1.305, -0.024, 0.007, 0.032
-33.587, -2.122, -8.535, -0.810, 3.075, -1.421, -0.026, 0.007, 0.031
-32.991, -0.072, -14.422, -0.866, 2.784, -1.280, -0.028, 0.007, 0.031
-32.675, 1.279, -17.902, -0.296, 3.072, -1.524, -0.031, 0.007, 0.029
-32.510, 1.270, -20.495, -0.306, 2.647, -1.471, -0.033, 0.007, 0.028
-31.983, -1.365, -23.171, -1.092, 2.865, -1.812, -0.036, 0.007, 0.026
-31.298, -4.343, -26.596, -0.905, 2.736, -1.914, -0.038, 0.007, 0.024
-29.965, -6.076, -31.191, -0.596, 2.303, -1.718, -0.040, 0.006, 0.022
-26.964, -8.436, -36.246, -0.396, 2.151, -1.716, -0.042, 0.006, 0.020
-24.054, -12.860, -41.261, -0.174, 2.222, -1.903, -0.044, 0.005, 0.016
-22.393, -18.268, -43.476, 0.414, 2.003, -1.766, -0.046, 0.003, 0.013
-18.249, -18.397, -48.799, 0.481, 1.588, -1.343, -0.047, 0.002, 0.010
-13.668, -21.737, -48.799, -0.056, 1.296, -1.196, -0.048, 0.001, 0.007
-11.305, -21.699, -48.799, -0.059, 0.994, -1.126, -0.049, -0.001, 0.003
-9.029, -22.527, -48.799, -0.047, 0.477, -0.941, -0.050, -0.003, -0.001
-8.886, -22.241, -48.799, 0.092, -0.024, -0.662, -0.050, -0.004, -0.004
-8.719, -21.551, -48.799, 0.178, -0.429, -0.512, -0.051, -0.006, -0.007
-9.402, -20.939, -48.799, 0.372, -0.896, -0.437, -0.052, -0.007, -0.011
-10.097, -23.330, -48.799, 0.447, -1.276, -0.356, -0.052, -0.009, -0.015
-11.520, -29.322, -44.016, 0.310, -1.444, -0.250, -0.053, -0.011, -0.018
-13.405, -35.361, -37.721, 0.171, -1.919, -0.098, -0.054, -0.014, -0.021
-15.196, -39.265, -30.868, -0.076, -1.915, 0.168, -0.055, -0.016, -0.023
-17.665, -39.265, -23.018, -0.281, -2.338, 0.597, -0.057, -0.019, -0.025
-19.804, -39.265, -17.102, -0.254, -2.192, 0.997, -0.058, -0.022, -0.026
-22.523, -39.265, -13.239, -0.179, -2.558, 1.677, -0.060, -0.025, -0.028
-25.585, -37.099, -10.692, -0.042, -2.352, 1.942, -0.061, -0.027, -0.028
-28.715, -31.648, -9.024, 0.124, -2.743, 2.593, -0.063, -0.030, -0.029
-31.901, -28.247, -8.371, 0.254, -2.519, 2.579, -0.065, -0.032, -0.030
-35.182, -25.538, -7.182, 0.371, -2.954, 3.163, -0.068, -0.034, -0.030
-38.607, -22.263, -5.568, 0.330, -2.762, 3.035, -0.071, -0.036, -0.031
-39.999, -17.361, -1.115, -0.010, -3.947, 3.682, -0.074, -0.037, -0.031
-39.999, -9.902, 2.268, 0.673, -2.040, 3.501, -0.076, -0.038, -0.031
-39.999, 3.443, 5.301, 0.621, -2.590, 4.187, -0.080, -0.038, -0.030
-39.999, 17.744, 11.007, 0.510, -2.730, 4.262, -0.083, -0.036, -0.029
-39.999, 32.692, 15.843, 0.380, -2.427, 3.657, -0.086, -0.034, -0.028
-35.718, 39.205, 21.042, 0.556, -2.396, 3.337, -0.088, -0.032, -0.027
-28.462, 39.205, 26.338, 0.574, -2.600, 3.107, -0.090, -0.029, -0.025
-22.884, 39.205, 29.671, 0.634, -2.161, 2.074, -0.092, -0.026, -0.023
-19.274, 31.292, 29.671, 1.143, -2.171, 1.668, -0.093, -0.024, -0.021
-15.487, 19.560, 26.630, 0.867, -1.895, 1.247, -0.095, -0.022, -0.019
-14.644, 11.436, 23.193, 0.481, -1.509, 0.978, -0.096, -0.021, -0.017
-14.640, 6.936, 21.877, 0.243, -1.556, 1.132, -0.097, -0.021, -0.015
-15.750, 9.941, 22.684, 0.065, -1.282, 1.174, -0.098, -0.020, -0.014
-15.847, 21.900, 22.082, 0.112, -1.327, 1.548, -0.099, -0.018, -0.012
-15.333, 33.750, 23.153, 0.276, -1.101, 1.377, -0.100, -0.016, -0.011
-14.646, 39.205, 26.201, 0.583, -1.168, 1.288, -0.101, -0.013, -0.009
-13.988, 39.205, 29.612, 0.797, -0.960, 0.783, -0.102, -0.011, -0.007
-12.983, 37.135, 29.671, 1.049, -0.950, 0.464, -0.103, -0.008, -0.004
-12.405, 34.146, 29.671, 0.933, -0.675, 0.095, -0.104, -0.005, -0.002
-11.945, 31.853, 29.671, 1.014, -0.510, -0.155, -0.105, -0.003, -0.000
-12.121, 31.034, 29.671, 0.813, -0.186, -0.348, -0.106, -0.001, 0.002
-12.822, 31.587, 29.671, 0.847, 0.105, -0.610, -0.107, 0.002, 0.004
-14.194, 32.671, 29.671, 0.683, 0.374, -0.751, -0.108, 0.004, 0.006
-16.298, 32.534, 29.671, 0.668, 0.709, -1.115, -0.109, 0.006, 0.009
-18.130, 30.957, 25.387, 0.465, 0.839, -1.255, -0.110, 0.008, 0.010
-19.767, 29.198, 21.411, 0.412, 1.120, -1.686, -0.112, 0.011, 0.012
-21.373, 29.042, 18.925, 0.298, 1.262, -1.928, -0.113, 0.013, 0.014
-23.651, 30.260, 18.218, 0.140, 1.231, -1.927, -0.115, 0.015, 0.015
-26.235, 31.231, 17.811, 0.037, 1.343, -2.183, -0.117, 0.017, 0.016
-28.876, 30.694, 16.276, -0.071, 1.659, -2.808, -0.119, 0.020, 0.017
-32.339, 28.458, 14.020, -0.171, 1.821, -3.190, -0.121, 0.022, 0.018
-36.791, 26.590, 11.146, -0.218, 1.770, -3.163, -0.124, 0.024, 0.019
-39.999, 22.821, 7.849, -0.281, 2.172, -3.943, -0.127, 0.026, 0.020
-39.999, 16.664, 3.755, -0.307, 2.161, -3.850, -0.130, 0.027, 0.020
-39.999, 9.601, -0.693, 0.328, 0.371, -4.145, -0.132, 0.027, 0.020
-39.999, 0.896, -4.176, -0.074, 1.656, -4.947, -0.135, 0.028, 0.020
-39.999, -8.922, -7.685, -0.875, 1.763, -5.145, -0.139, 0.027, 0.019
-39.999, -21.588, -12.378, -0.864, 1.586, -4.662, -0.141, 0.026, 0.019
-39.999, -35.311, -15.526, -0.880, 1.515, -4.603, -0.144, 0.024, 0.018
-39.999, -39.265, -17.895, -0.860, 1.577, -4.912, -0.147, 0.020, 0.016
-33.208, -39.265, -22.502, -0.723, 1.475, -4.441, -0.150, 0.017, 0.014
-24.475, -39.265, -30.185, -0.603, 1.191, -3.294, -0.151, 0.015, 0.013
-15.760, -39.265, -37.541, -0.696, 1.105, -2.763, -0.153, 0.012, 0.010
-8.804, -39.265, -39.919, -0.630, 0.683, -1.565, -0.153, 0.009, 0.007
-4.854, -39.265, -36.157, -0.783, 0.403, -0.895, -0.154, 0.006, 0.004
-2.176, -38.324, -30.693, -0.797, 0.083, -0.283, -0.154, 0.003, 0.002
-0.655, -26.127, -26.798, -1.019, -0.130, -0.011, -0.154, 0.001, -0.000
0.741, -17.374, -24.383, -0.959, 0.450, 0.103, -0.154, -0.000, -0.002
1.517, -11.731, -21.259, -1.105, 0.349, 0.129, -0.154, -0.001, -0.003
1.899, -10.498, -17.458, -0.936, 0.179, 0.060, -0.154, -0.002, -0.005
2.509, -11.416, -13.607, -0.950, 0.077, 0.016, -0.154, -0.003, -0.006
2.891, -12.720, -9.943, -0.739, -0.016, 0.015, -0.153, -0.003, -0.006
3.169, -12.923, -6.757, -0.725, -0.088, 0.080, -0.153, -0.005, -0.007
3.478, -11.584, -4.601, -0.645, -0.131, 0.174, -0.153, -0.005, -0.007
3.959, -9.454, -3.197, -0.518, -0.124, 0.237, -0.153, -0.006, -0.008
4.270, -6.679, -1.616, -0.506, -0.083, 0.296, -0.152, -0.007, -0.008
4.480, -3.161, 0.455, 0.006, -0.702, 0.378, -0.152, -0.007, -0.008
4.533, -0.068, 2.333, -0.205, -0.418, 0.372, -0.152, -0.007, -0.008
4.600, 1.431, 3.695, -0.155, -0.311, 0.280, -0.151, -0.007, -0.007
4.754, 3.016, 3.978, -0.157, -0.258, 0.216, -0.151, -0.007, -0.007
5.155, 3.765, 3.792, -0.159, -0.236, 0.144, -0.151, -0.006, -0.007
5.340, 1.866, 3.762, -0.146, -0.192, 0.021, -0.150, -0.006, -0.007
5.352, -1.331, 3.721, -0.161, -0.132, -0.066, -0.150, -0.006, -0.006
5.608, -3.694, 2.725, -0.168, -0.124, -0.113, -0.149, -0.007, -0.006
5.686, -5.433, 1.662, -0.055, -0.125, -0.089, -0.149, -0.007, -0.006
5.617, -5.659, 0.197, 0.643, -0.792, -0.061, -0.149, -0.007, -0.006
5.577, -5.280, -1.058, -0.475, 0.366, -0.019, -0.148, -0.008, -0.006
5.474, -5.207, -1.705, -0.449, 0.335, -0.003, -0.148, -0.008, -0.006
5.366, -5.090, -1.587, -0.399, 0.291, 0.016, -0.148, -0.008, -0.006
5.212, -4.569, -1.175, -0.487, 0.356, 0.041, -0.147, -0.009, -0.006

-4.081, 7.924, 18.187, -0.441, -0.434, 0.384, -0.000, 0.001, 0.001
-4.384, 10.047, 20.230, -0.408, -0.301, 0.306, -0.001, 0.001, 0.003
-4.634, 11.854, 22.470, -0.460, -0.233, 0.292, -0.001, 0.002, 0.004
-4.900, 13.643, 25.168, -0.407, -0.103, 0.192, -0.001, 0.003, 0.006
-5.614, 14.756, 28.655, -0.484, 0.015, 0.105, -0.002, 0.004, 0.008
-6.360, 15.324, 29.671, -0.378, 0.150, -0.013, -0.002, 0.005, 0.010
-7.304, 15.136, 29.671, -0.348, 0.360, -0.149, -0.003, 0.006, 0.012
-9.153, 14.152, 29.671, -0.220, 0.534, -0.257, -0.003, 0.007, 0.014
-11.061, 13.857, 29.671, -0.101, 0.901, -0.403, -0.004, 0.008, 0.017
-13.274, 13.787, 29.671, 0.040, 1.252, -0.504, -0.005, 0.009, 0.019
-15.244, 12.714, 29.671, 0.113, 1.436, -0.559, -0.006, 0.010, 0.021
-17.344, 10.196, 29.671, 0.159, 1.713, -0.673, -0.007, 0.011, 0.023
-19.695, 7.802, 28.106, 0.271, 2.178, -0.853, -0.009, 0.012, 0.025
-22.572, 5.272, 26.394, 0.353, 2.407, -0.905, -0.011, 0.012, 0.027
-26.083, 4.127, 24.491, 0.395, 2.352, -0.807, -0.012, 0.012, 0.029
-29.808, 2.928, 20.542, 0.445, 2.594, -0.786, -0.014, 0.013, 0.030
-33.474, 2.716, 12.905, 0.508, 3.226, -0.850, -0.017, 0.013, 0.031
-34.704, 4.206, 4.093, 0.351, 3.635, -0.821, -0.019, 0.013, 0.032
-34.788, 4.630, -5.596, 0.444, 2.723, -0.762, -0.022, 0.013, 0.032
-34.990, 8.426, -15.936, 0.430, 3.238, -0.876, -0.025, 0.014, 0.031
-32.734, 12.725, -21.565, 0.033, 2.827, -0.855, -0.027, 0.015, 0.029
-31.433, 15.455, -24.554, -0.041, 3.018, -1.207, -0.029, 0.016, 0.027
-30.078, 11.269, -25.079, 0.007, 2.513, -1.364, -0.031, 0.017, 0.026
-28.816, 6.057, -24.897, 0.097, 2.645, -1.792, -0.034, 0.017, 0.024
-27.101, 0.471, -23.520, 0.255, 2.200, -1.718, -0.035, 0.017, 0.022
-25.845, -5.323, -21.637, -0.313, 2.340, -1.984, -0.037, 0.017, 0.020
-25.655, -11.117, -20.874, -0.130, 2.002, -1.716, -0.039, 0.016, 0.019
-24.690, -15.728, -23.972, 0.003, 2.208, -1.784, -0.041, 0.015, 0.017
-21.528, -16.784, -28.087, 0.169, 1.918, -1.353, -0.042, 0.014, 0.015
-20.543, -17.343, -35.319, 0.693, 2.084, -1.204, -0.044, 0.013, 0.013
-19.522, -15.472, -45.314, 0.671, 1.756, -0.791, -0.045, 0.012, 0.010
-14.111, -12.895, -48.799, 0.035, 1.736, -0.717, -0.047, 0.011, 0.006
-9.872, -10.525, -48.799, -0.028, 1.388, -0.634, -0.047, 0.010, 0.002
-8.550, -12.150, -48.799, 0.176, 0.769, -0.503, -0.048, 0.009, -0.001
-5.251, -13.461, -48.799, 0.154, 0.228, -0.534, -0.048, 0.008, -0.004
-5.711, -18.280, -48.799, 0.394, -0.382, -0.596, -0.049, 0.007, -0.008
-7.426, -22.293, -48.799, 0.777, -0.977, -0.540, -0.049, 0.005, -0.012
-9.367, -26.467, -48.799, 0.921, -1.335, -0.408, -0.050, 0.003, -0.015
-11.652, -33.071, -48.204, 0.959, -1.718, -0.319, -0.051, 0.001, -0.018
-15.283, -39.265, -42.097, 0.988, -2.298, -0.181, -0.052, -0.002, -0.022
-18.822, -39.265, -36.572, 1.037, -2.625, 0.141, -0.053, -0.005, -0.025
-22.919, -39.265, -31.842, 1.014, -2.590, 0.505, -0.055, -0.007, -0.027
-28.120, -39.265, -27.373, 1.293, -3.184, 1.069, -0.057, -0.011, -0.029
-33.522, -39.265, -22.443, 1.281, -3.078, 1.408, -0.059, -0.013, -0.031
-39.250, -39.265, -17.005, 1.256, -3.329, 1.817, -0.062, -0.016, -0.032
-39.999, -39.265, -10.687, 1.112, -4.016, 2.457, -0.065, -0.019, -0.033
-39.999, -37.496, -1.387, 0.044, -4.865, 2.904, -0.068, -0.022, -0.033
-39.999, -31.982, 8.517, 0.683, -3.366, 3.010, -0.071, -0.024, -0.033
-39.999, -26.068, 19.720, 0.418, -3.908, 3.881, -0.074, -0.026, -0.031
-39.999, -15.455, 28.175, 0.305, -3.421, 3.898, -0.076, -0.027, -0.030
-39.999, 1.812, 29.671, 0.496, -3.252, 4.336, -0.079, -0.027, -0.028
-39.999, 19.170, 29.671, 1.366, -3.429, 5.041, -0.082, -0.026, -0.025
-39.999, 34.956, 29.671, 1.595, -3.149, 4.823, -0.085, -0.023, -0.023
-39.999, 39.205, 29.671, 1.442, -2.550, 3.851, -0.088, -0.021, -0.021
-33.401, 39.205, 29.671, 1.560, -2.519, 3.643, -0.091, -0.018, -0.019
-25.655, 39.205, 29.671, 1.062, -1.867, 2.518, -0.092, -0.015, -0.017
-18.136, 39.205, 29.671, 0.694, -1.603, 2.114, -0.094, -0.012, -0.014
-13.895, 33.244, 29.671, 0.269, -0.965, 1.380, -0.095, -0.010, -0.012
-11.876, 27.688, 29.671, 0.147, -0.644, 1.251, -0.096, -0.008, -0.010
-10.544, 31.904, 29.671, 0.222, -0.295, 1.031, -0.097, -0.006, -0.008
-9.644, 38.609, 26.476, 0.378, -0.102, 0.994, -0.097, -0.003, -0.006
-9.377, 39.205, 22.041, 0.426, 0.052, 0.670, -0.098, 0.001, -0.004
-9.015, 39.205, 18.647, 0.409, 0.144, 0.200, -0.099, 0.003, -0.003
-8.850, 39.204, 15.740, 0.409, 0.226, -0.196, -0.099, 0.006, -0.002
-8.949, 35.662, 12.867, 0.377, 0.338, -0.624, -0.100, 0.009, -0.001
-9.226, 31.939, 10.336, 0.219, 0.407, -0.965, -0.101, 0.011, 0.000
-9.323, 29.374, 8.013, 0.013, 0.413, -1.108, -0.101, 0.013, 0.001
-9.658, 29.210, 5.997, -0.212, 0.459, -1.315, -0.102, 0.015, 0.001
-10.926, 33.583, 4.000, -0.567, 0.589, -1.690, -0.103, 0.018, 0.001
-13.246, 39.205, 2.135, -1.061, 0.724, -1.948, -0.104, 0.021, 0.002
-17.062, 39.205, 0.053, -17.046, 7.599, -2.110, -0.105, 0.023, 0.002
-21.465, 39.205, -1.958, -0.248, -0.118, -3.007, -0.107, 0.026, 0.002
-25.639, 38.831, -2.679, -0.473, -0.159, -3.275, -0.108, 0.029, 0.001
-28.982, 28.409, -2.575, -0.680, -0.348, -4.232, -0.111, 0.031, 0.001
-31.395, 19.618, -2.534, -0.737, -0.446, -4.080, -0.113, 0.033, 0.001
-33.315, 15.024, -1.835, -0.918, -0.782, -4.771, -0.115, 0.034, 0.001
-35.875, 15.718, -0.117, 1.926, -7.235, -4.320, -0.118, 0.035, 0.001
-39.144, 17.285, 2.732, -1.822, 0.122, -4.990, -0.121, 0.036, 0.001
-39.999, 13.460, 5.805, -1.586, -0.186, -4.658, -0.123, 0.037, 0.001
-39.999, 4.075, 9.354, -1.822, -0.404, -5.513, -0.126, 0.038, 0.002
-39.999, -10.215, 11.593, -1.711, -0.461, -5.055, -0.129, 0.037, 0.003
-39.999, -25.309, 12.964, -1.894, -0.599, -5.678, -0.132, 0.035, 0.004
-38.620, -39.265, 17.052, -1.782, -0.707, -5.460, -0.135, 0.032, 0.005
-30.787, -39.265, 22.667, -1.295, -0.678, -4.346, -0.137, 0.030, 0.007
-21.524, -39.265, 25.017, -0.970, -0.598, -3.542, -0.139, 0.027, 0.008
-13.061, -39.265, 22.859, -0.806, -0.492, -2.905, -0.140, 0.024, 0.010
-7.755, -39.265, 17.452, -0.451, -0.276, -1.656, -0.141, 0.022, 0.011
-4.056, -39.265, 10.206, -0.175, -0.171, -0.992, -0.141, 0.018, 0.012
-1.989, -27.416, 3.228, 0.139, -0.116, -0.410, -0.141, 0.016, 0.012
-0.642, -13.739, -1.930, -0.481, -0.392, -0.101, -0.141, 0.015, 0.012
0.522, -5.428, -3.943, -0.326, 0.237, -0.059, -0.141, 0.015, 0.012
0.936, -2.533, -2.386, -0.418, 0.152, -0.162, -0.141, 0.014, 0.012
1.202, -4.015, 1.638, -0.122, -0.241, -0.295, -0.141, 0.014, 0.012
1.435, -9.352, 6.255, -0.170, -0.267, -0.347, -0.141, 0.014, 0.012
1.800, -14.174, 9.154, -0.207, -0.238, -0.326, -0.141, 0.013, 0.013
2.153, -16.415, 10.354, -0.238, -0.192, -0.213, -0.141, 0.011, 0.014
2.320, -15.504, 8.944, -0.216, -0.092, -0.002, -0.141, 0.010, 0.015
2.479, -11.726, 5.382, -0.152, 0.010, 0.199, -0.140, 0.009, 0.015
2.595, -7.151, 1.767, -0.064, 0.065, 0.353, -0.140, 0.009, 0.015
2.566, -2.100, -1.263, -0.484, 0.408, 0.507, -0.140, 0.009, 0.015
2.700, 2.510, -3.742, 0.194, 0.375, 0.556, -0.140, 0.009, 0.015
2.905, 6.598, -5.019, 0.136, 0.303, 0.476, -0.140, 0.009, 0.014
3.088, 9.089, -4.306, 0.178, 0.275, 0.457, -0.139, 0.010, 0.014
3.107, 9.298, -2.557, 0.226, 0.189, 0.299, -0.139, 0.010, 0.014
3.009, 7.804, -0.549, 0.600, 0.323, 0.210, -0.139, 0.011, 0.014
2.827, 5.218, 1.605, -0.100, -0.132, 0.103, -0.139, 0.011, 0.014
2.772, 3.069, 3.626, -0.002, -0.131, 0.071, -0.139, 0.012, 0.014
2.711, 1.723, 4.982, -0.001, -0.098, 0.060, -0.138, 0.012, 0.015
2.644, 1.329, 5.291, 0.004, -0.067, 0.090, -0.138, 0.012, 0.015
2.528, 2.192, 4.146, 0.015, -0.006, 0.110, -0.138, 0.012, 0.015
2.688, 4.460, 2.133, -0.031, 0.051, 0.147, -0.138, 0.012, 0.015
2.657, 6.164, 0.887, -0.202, 0.010, 0.114, -0.138, 0.013, 0.015
2.617, 5.854, 0.196, -0.825, -0.291, 0.061, -0.137, 0.013, 0.015
2.655, 4.122, -0.396, 0.564, 0.561, -0.007, -0.137, 0.014, 0.015
2.747, 2.169, -0.999, 0.272, 0.377, -0.035, -0.137, 0.014, 0.015
2.698, 0.964, -1.046, 0.272, 0.412, -0.038, -0.137, 0.014, 0.015
2.588, 0.394, -0.960, 0.269, 0.363, -0.017, -0.137, 0.014, 0.015
2.520, -0.238, -1.170, -0.433, 0.384, 0.004, -0.136, 0.014, 0.015
2.468, -0.363, -1.752, -0.365, 0.315, 0.038, -0.136, 0.014, 0.015

-9.549, 17.383, 7.001, -0.155, -0.752, 0.922, -0.001, 0.001, 0.000
-10.624, 18.362, 13.010, -0.251, -0.876, 0.874, -0.001, 0.002, 0.001
-11.067, 18.032, 20.090, -0.259, -0.753, 0.624, -0.002, 0.004, 0.003
-11.543, 16.353, 26.721, -0.339, -0.751, 0.532, -0.003, 0.005, 0.005
-11.933, 14.298, 29.671, -0.321, -0.530, 0.359, -0.004, 0.006, 0.006
-12.276, 12.855, 29.671, -0.348, -0.390, 0.313, -0.005, 0.007, 0.009
-12.520, 11.695, 29.671, -0.298, -0.134, 0.221, -0.006, 0.008, 0.011
-12.628, 12.002, 29.671, -0.323, 0.091, 0.205, -0.007, 0.009, 0.013
-13.569, 11.942, 29.671, -0.313, 0.309, 0.149, -0.008, 0.010, 0.016
-14.313, 12.834, 29.671, -0.211, 0.463, 0.083, -0.009, 0.010, 0.017
-15.625, 14.369, 29.671, -0.137, 0.668, 0.024, -0.010, 0.011, 0.019
-17.494, 18.081, 29.671, -0.127, 1.029, -0.037, -0.011, 0.013, 0.022
-20.129, 22.072, 29.671, -0.134, 1.194, -0.151, -0.012, 0.014, 0.024
-22.550, 25.215, 29.671, -0.218, 1.662, -0.400, -0.014, 0.016, 0.026
-25.471, 23.653, 29.383, -0.289, 1.969, -0.731, -0.016, 0.018, 0.028
-27.669, 19.374, 21.868, -0.294, 1.978, -0.963, -0.018, 0.019, 0.030
-29.090, 14.259, 14.986, -0.318, 2.423, -1.353, -0.020, 0.021, 0.031
-29.843, 9.718, 10.281, -0.271, 2.291, -1.374, -0.022, 0.021, 0.032
-30.504, 5.164, 7.003, -0.302, 2.713, -1.668, -0.024, 0.022, 0.033
-30.469, 1.274, 4.343, -0.239, 2.548, -1.537, -0.026, 0.022, 0.033
-31.142, -1.964, 2.444, -0.175, 3.085, -1.713, -0.029, 0.022, 0.033
-31.182, -3.572, -0.044, -2.102, -13.651, -1.445, -0.031, 0.021, 0.033
-31.109, -4.155, -3.394, -0.062, 2.326, -1.499, -0.033, 0.021, 0.033
-30.285, -1.430, -8.468, 0.001, 2.281, -1.188, -0.035, 0.021, 0.032
-29.786, 0.629, -12.166, 0.843, 2.630, -1.207, -0.038, 0.021, 0.032
