ax,ay,az,dx,dy,dz,x,y,z
-6.141, 8.430, -14.872, -0.185, 0.920, -0.066, -0.070, -0.003, -0.010
-5.824, 6.922, -16.099, -0.301, 0.980, -0.178, -0.071, -0.002, -0.011
-5.392, 5.029, -16.960, -0.327, 0.911, -0.271, -0.071, -0.002, -0.012
-4.977, 3.871, -18.447, -0.254, 0.737, -0.292, -0.072, -0.001, -0.013
-4.418, 3.630, -19.041, -0.237, 0.655, -0.322, -0.072, -0.001, -0.015
-4.037, 3.316, -19.257, -0.227, 0.635, -0.401, -0.072, -0.001, -0.016
-3.733, 3.113, -18.234, -0.186, 0.530, -0.437, -0.073, -0.001, -0.018
-3.472, 3.147, -16.436, -0.132, 0.386, -0.412, -0.073, -0.000, -0.019
-3.409, 3.446, -13.758, -0.116, 0.321, -0.434, -0.073, -0.000, -0.020
-3.487, 3.636, -10.590, -0.164, 0.316, -0.521, -0.073, 0.000, -0.020
-3.644, 3.747, -7.778, -0.226, 0.275, -0.493, -0.074, 0.000, -0.021
-3.988, 3.581, -6.565, -0.365, 0.335, -0.600, -0.074, 0.001, -0.022
-3.862, 2.434, -7.692, -0.433, 0.369, -0.650, -0.074, 0.001, -0.022
-4.176, 1.229, -10.606, -0.413, 0.353, -0.614, -0.074, 0.001, -0.023
-3.755, -0.050, -14.469, -1.110, 0.348, -0.628, -0.075, 0.001, -0.024
-3.563, -0.202, -17.538, -1.200, 0.349, -0.705, -0.075, 0.001, -0.025
-3.302, 0.884, -19.822, -0.308, 0.271, -0.688, -0.075, 0.001, -0.027
-2.848, 1.976, -21.102, -0.219, 0.155, -0.611, -0.075, 0.001, -0.028
-3.019, 3.829, -24.305, -0.240, 0.074, -0.718, -0.076, 0.001, -0.030
-2.465, 4.234, -26.424, -0.090, -0.058, -0.685, -0.076, 0.002, -0.032
-2.596, 3.472, -28.380, 0.092, -0.218, -0.837, -0.076, 0.002, -0.034
-3.430, 3.389, -33.433, 0.131, -0.343, -0.799, -0.076, 0.002, -0.036
-3.145, 4.356, -36.317, 0.052, -0.624, -0.954, -0.076, 0.003, -0.039
-4.096, 3.341, -39.109, 0.009, -0.805, -0.920, -0.077, 0.003, -0.041
-5.570, 3.595, -42.318, -0.140, -1.221, -1.098, -0.077, 0.003, -0.045
-8.096, 3.685, -45.234, -0.249, -1.407, -1.036, -0.078, 0.003, -0.048
-11.501, 4.598, -47.884, -0.400, -1.997, -1.221, -0.079, 0.004, -0.051
-16.732, 6.084, -48.720, -0.447, -2.181, -1.139, -0.080, 0.004, -0.054
-23.981, 7.088, -48.720, -0.586, -2.941, -1.360, -0.081, 0.005, -0.058
-32.950, 7.723, -47.602, -0.588, -3.065, -1.280, -0.083, 0.005, -0.061
-40.700, 8.662, -44.359, -0.751, -3.968, -1.507, -0.087, 0.006, -0.065
-40.700, 9.281, -38.410, -0.790, -4.497, -1.562, -0.090, 0.006, -0.068
-40.700, 8.912, -25.230, -0.633, -4.479, -1.454, -0.092, 0.007, -0.070
-40.700, 5.667, 2.182, -0.780, -4.204, -1.559, -0.095, 0.007, -0.070
-40.700, 0.020, 29.750, -0.555, -5.484, -1.865, -0.098, 0.008, -0.068
-40.700, -7.015, 29.750, -0.202, -5.294, -1.939, -0.102, 0.007, -0.066
-40.700, -14.036, 29.750, -0.050, -4.127, -1.719, -0.104, 0.006, -0.064
-35.577, -20.772, 29.750, -0.035, -3.763, -1.819, -0.107, 0.005, -0.062
-25.727, -27.488, 29.750, 0.216, -2.597, -1.414, -0.109, 0.003, -0.060
-18.323, -30.461, 29.750, 0.369, -2.198, -1.271, -0.111, 0.001, -0.057
-13.757, -30.143, 29.750, 0.176, -1.447, -0.810, -0.112, -0.001, -0.055
-10.828, -26.350, 29.750, -0.025, -1.135, -0.530, -0.112, -0.004, -0.053
-8.998, -18.974, 29.750, -0.142, -0.630, -0.170, -0.113, -0.005, -0.051
-7.661, -11.460, 29.693, -0.174, -0.368, 0.022, -0.114, -0.006, -0.049
-7.277, -5.370, 20.165, -0.102, -0.122, 0.087, -0.114, -0.006, -0.047
-6.421, -2.156, 12.015, -0.046, -0.018, 0.050, -0.115, -0.007, -0.046
-5.669, -2.942, 5.267, -0.055, 0.012, -0.032, -0.115, -0.007, -0.046
-5.104, -5.328, 1.725, -0.000, 0.048, -0.110, -0.115, -0.007, -0.046
-4.711, -8.201, 0.222, 0.914, 0.511, -0.154, -0.116, -0.008, -0.046
-4.185, -9.158, 0.355, 0.656, 0.206, -0.109, -0.116, -0.008, -0.046
-4.070, -8.460, 1.489, 0.140, -0.111, -0.029, -0.116, -0.009, -0.045
-4.072, -7.412, 2.854, 0.063, -0.209, 0.032, -0.117, -0.010, -0.045
-4.147, -5.752, 4.107, 0.027, -0.203, 0.075, -0.117, -0.010, -0.045
-4.127, -3.941, 5.437, 0.026, -0.224, 0.120, -0.117, -0.010, -0.045
-4.167, -2.125, 7.031, 0.028, -0.178, 0.117, -0.118, -0.010, -0.044
-4.211, -1.152, 8.239, 0.034, -0.160, 0.113, -0.118, -0.011, -0.043
-4.255, -1.113, 8.422, 0.019, -0.095, 0.072, -0.118, -0.011, -0.043
-4.261, -1.502, 7.618, -0.009, -0.049, 0.053, -0.119, -0.011, -0.042
-4.280, -2.035, 6.103, -0.055, 0.002, 0.035, -0.119, -0.011, -0.042
-4.372, -2.328, 4.651, -0.095, 0.037, 0.029, -0.119, -0.011, -0.041
-4.463, -2.681, 3.380, -0.147, 0.074, 0.034, -0.120, -0.011, -0.041
-4.476, -2.332, 2.473, -0.138, 0.095, 0.044, -0.120, -0.011, -0.041
-4.554, -0.786, 1.730, -0.121, 0.151, 0.071, -0.120, -0.011, -0.041
-4.602, 0.035, 1.044, -0.046, 0.201, 0.053, -0.120, -0.011, -0.041
-4.690, -0.125, 0.266, -0.069, 0.595, 0.021, -0.121, -0.011, -0.041
-4.832, -0.924, -0.748, -0.306, -0.318, -0.010, -0.121, -0.011, -0.041
-4.860, -0.904, -1.685, -0.342, -0.243, -0.021, -0.122, -0.011, -0.041
-4.601, -0.748, -1.689, -0.305, -0.225, -0.027, -0.122, -0.011, -0.041

-1.679, 4.356, -21.602, -0.096, 0.044, -0.521, -0.000, 0.000, -0.001
-1.638, 4.884, -26.464, -0.079, -0.058, -0.650, -0.000, 0.001, -0.003
-2.706, 4.400, -31.544, -0.046, -0.212, -0.731, -0.000, 0.001, -0.006
-2.766, 4.987, -37.364, -0.017, -0.370, -0.724, -0.001, 0.001, -0.008
-3.936, 4.534, -43.244, -0.017, -0.610, -0.811, -0.001, 0.002, -0.011
-5.988, 3.544, -48.458, -0.022, -1.030, -1.038, -0.001, 0.002, -0.015
-8.619, -0.021, -48.720, -0.880, -1.438, -1.169, -0.002, 0.002, -0.019
-12.605, -5.503, -48.720, -0.850, -1.693, -1.136, -0.003, 0.002, -0.022
-17.509, -12.500, -48.400, -0.925, -2.125, -1.164, -0.004, 0.001, -0.025
-23.226, -21.009, -42.060, -1.092, -2.852, -1.240, -0.006, -0.001, -0.028
-28.442, -27.635, -31.791, -1.100, -3.269, -1.025, -0.008, -0.003, -0.031
-32.605, -31.853, -18.804, -0.950, -3.229, -0.604, -0.010, -0.005, -0.032
-35.678, -32.850, -6.459, -1.147, -3.989, -0.255, -0.013, -0.007, -0.033
-37.359, -31.595, 5.959, -0.510, -3.082, 0.160, -0.015, -0.009, -0.033
-37.697, -29.112, 20.526, -0.731, -3.627, 0.595, -0.018, -0.012, -0.031
-36.601, -24.969, 29.750, -0.631, -3.130, 0.868, -0.020, -0.013, -0.029
-33.847, -20.773, 29.750, -0.596, -3.262, 1.281, -0.023, -0.015, -0.027
-30.188, -16.907, 29.750, -0.456, -2.534, 1.338, -0.025, -0.016, -0.025
-26.558, -13.656, 29.750, -0.446, -2.366, 1.661, -0.027, -0.018, -0.023
-23.779, -13.044, 29.750, -0.349, -1.712, 1.558, -0.029, -0.018, -0.021
-22.628, -15.008, 29.750, -0.306, -1.587, 1.812, -0.031, -0.020, -0.018
-21.476, -15.344, 29.750, -0.194, -1.266, 1.932, -0.033, -0.021, -0.016
-20.898, -13.243, 29.750, -0.073, -0.861, 1.860, -0.034, -0.022, -0.014
-20.461, -11.967, 29.750, 0.012, -0.610, 1.957, -0.035, -0.022, -0.012
-20.485, -13.275, 29.750, 0.046, -0.414, 2.256, -0.037, -0.024, -0.010
-21.402, -15.300, 29.750, 0.042, -0.152, 2.077, -0.038, -0.024, -0.008
-22.798, -17.377, 29.750, 0.043, 0.043, 2.466, -0.040, -0.026, -0.006
-24.411, -19.178, 29.750, 0.020, 0.239, 2.636, -0.042, -0.027, -0.003
-26.052, -17.305, 29.750, 0.003, 0.371, 2.562, -0.044, -0.028, -0.001
-28.258, -10.983, 29.750, 0.030, 0.529, 2.809, -0.045, -0.029, 0.001
-29.782, 0.472, 29.750, 0.100, 0.805, 3.393, -0.048, -0.029, 0.003
-29.444, 14.785, 29.750, 0.196, 1.030, 3.482, -0.050, -0.028, 0.006
-28.021, 24.907, 29.750, 0.210, 1.096, 2.959, -0.052, -0.027, 0.007
-26.248, 29.105, 27.911, 0.200, 1.435, 2.985, -0.054, -0.025, 0.010
-24.710, 30.060, 23.471, 0.079, 1.457, 2.304, -0.056, -0.023, 0.011
-23.317, 27.793, 17.976, -0.098, 1.829, 2.209, -0.058, -0.020, 0.013
-22.403, 23.648, 14.470, -0.290, 1.757, 1.642, -0.059, -0.019, 0.014
-22.074, 18.125, 12.170, -0.517, 2.104, 1.541, -0.061, -0.017, 0.015
-22.093, 12.792, 9.970, -0.572, 1.988, 1.172, -0.062, -0.016, 0.015
-22.524, 8.306, 7.596, -0.680, 2.378, 1.182, -0.064, -0.016, 0.016
-22.791, 5.886, 3.620, -0.579, 2.308, 1.004, -0.066, -0.015, 0.016
-23.019, 7.508, -1.032, -0.032, 1.609, 1.150, -0.068, -0.015, 0.016
-22.746, 11.382, -5.707, -0.057, 1.909, 1.033, -0.069, -0.014, 0.016
-21.876, 15.364, -9.173, 0.056, 2.199, 1.106, -0.071, -0.013, 0.015
-20.737, 17.799, -11.943, 0.123, 1.937, 0.872, -0.072, -0.012, 0.015
-18.852, 18.883, -13.865, 0.149, 2.134, 0.810, -0.074, -0.010, 0.014
-17.939, 17.515, -16.126, 0.127, 1.835, 0.548, -0.075, -0.009, 0.013
-16.249, 16.602, -18.427, 0.001, 1.988, 0.447, -0.076, -0.008, 0.011
-14.761, 15.436, -19.252, -0.176, 1.883, 0.279, -0.077, -0.006, 0.010
-13.551, 13.638, -18.939, -0.270, 1.575, 0.094, -0.078, -0.006, 0.008
-12.661, 11.849, -18.811, -0.328, 1.480, -0.037, -0.079, -0.005, 0.007
-11.899, 10.086, -18.460, -0.378, 1.574, -0.170, -0.080, -0.004, 0.006
-11.246, 9.236, -19.041, -0.284, 1.491, -0.282, -0.081, -0.003, 0.004
-10.738, 8.844, -20.559, -0.125, 1.252, -0.325, -0.082, -0.003, 0.003
-10.381, 9.243, -22.441, 0.006, 1.169, -0.396, -0.082, -0.002, 0.001
-9.841, 9.558, -24.346, 0.126, 1.207, -0.530, -0.083, -0.001, -0.001
-8.868, 9.340, -26.193, 0.181, 1.080, -0.628, -0.084, -0.001, -0.003
-8.845, 7.863, -26.552, 0.143, 0.832, -0.650, -0.084, -0.000, -0.004
-8.125, 7.794, -26.243, 0.086, 0.701, -0.721, -0.085, 0.000, -0.006
-7.736, 6.708, -25.320, 0.061, 0.640, -0.895, -0.086, 0.001, -0.008
-7.385, 5.115, -24.831, 0.039, 0.512, -0.978, -0.086, 0.001, -0.010
-7.019, 3.264, -25.000, 0.035, 0.350, -0.928, -0.087, 0.002, -0.012
-6.511, 2.601, -25.388, 0.067, 0.277, -1.071, -0.087, 0.002, -0.014
-6.240, 2.898, -25.336, 0.075, 0.141, -0.966, -0.088, 0.002, -0.015
-6.110, 3.679, -25.758, 0.086, 0.039, -1.111, -0.088, 0.002, -0.018
-6.155, 2.992, -26.238, 0.052, -0.082, -1.167, -0.089, 0.003, -0.020
-6.246, 1.423, -27.725, 0.001, -0.182, -1.089, -0.089, 0.003, -0.021
-6.345, -0.489, -30.173, -0.760, -0.307, -1.124, -0.089, 0.003, -0.023
-6.364, -2.046, -33.265, -0.890, -0.508, -1.269, -0.090, 0.003, -0.026
-6.612, -2.344, -36.399, -0.802, -0.633, -1.100, -0.090, 0.002, -0.028
-7.226, -1.759, -39.308, -0.901, -0.957, -1.199, -0.091, 0.002, -0.031
-8.529, -0.471, -42.480, -0.808, -1.098, -1.041, -0.091, 0.002, -0.034
-10.471, 1.479, -46.107, -0.145, -1.550, -1.165, -0.092, 0.002, -0.038
-13.468, 3.265, -48.719, -0.259, -1.918, -1.187, -0.093, 0.003, -0.042
-17.952, 3.662, -48.720, -0.386, -2.073, -1.108, -0.094, 0.003, -0.045
-24.081, 2.794, -48.720, -0.516, -2.485, -1.161, -0.096, 0.003, -0.048
-31.798, 1.728, -48.720, -0.677, -3.297, -1.324, -0.098, 0.003, -0.052
-40.468, 1.912, -44.942, -0.755, -3.802, -1.300, -0.101, 0.003, -0.056
-40.700, 3.339, -37.181, -0.694, -3.821, -1.103, -0.104, 0.004, -0.058
-40.700, 5.402, -23.442, -0.625, -4.253, -1.072, -0.107, 0.004, -0.060
-40.700, 6.838, -0.798, -0.284, -6.489, -1.225, -0.110, 0.004, -0.060
-40.700, 6.202, 28.105, -0.523, -5.080, -1.326, -0.113, 0.005, -0.058
-40.700, 3.733, 29.750, -0.184, -4.429, -1.318, -0.116, 0.005, -0.056
-40.700, -2.446, 29.750, 0.014, -4.470, -1.660, -0.119, 0.005, -0.054
-33.618, -11.372, 29.750, 0.030, -3.214, -1.580, -0.121, 0.004, -0.052
-24.278, -23.145, 29.750, 0.001, -2.734, -1.770, -0.123, 0.003, -0.050
-17.444, -31.680, 29.750, -0.041, -1.799, -1.375, -0.125, 0.001, -0.048
-12.916, -34.641, 29.750, -0.145, -1.520, -1.154, -0.126, -0.002, -0.045
-9.876, -30.849, 29.750, -0.236, -1.014, -0.601, -0.126, -0.004, -0.043
-8.232, -22.261, 29.750, -0.342, -0.853, -0.246, -0.127, -0.006, -0.041
-7.069, -12.496, 25.206, -0.286, -0.579, 0.022, -0.128, -0.007, -0.039
-6.221, -4.972, 19.460, -0.225, -0.518, 0.113, -0.128, -0.007, -0.038
-5.588, -1.407, 14.584, -0.124, -0.389, 0.052, -0.129, -0.007, -0.037
-5.201, -1.329, 11.433, -0.097, -0.410, -0.055, -0.129, -0.008, -0.036
-4.857, -3.536, 11.072, -0.052, -0.367, -0.147, -0.129, -0.008, -0.035
-4.402, -7.103, 12.238, 0.000, -0.406, -0.233, -0.130, -0.008, -0.034
-3.900, -10.219, 12.443, 0.044, -0.327, -0.202, -0.130, -0.009, -0.033
-3.533, -11.024, 11.905, 0.069, -0.315, -0.144, -0.130, -0.010, -0.032
-3.394, -9.310, 11.296, 0.039, -0.261, -0.033, -0.130, -0.011, -0.031
-3.396, -6.889, 10.988, 0.002, -0.188, 0.045, -0.131, -0.011, -0.031
-3.565, -4.984, 10.854, -0.024, -0.142, 0.083, -0.131, -0.011, -0.030
-3.788, -3.929, 10.270, -0.042, -0.106, 0.105, -0.131, -0.012, -0.029
-3.722, -3.869, 8.617, -0.059, -0.050, 0.103, -0.132, -0.012, -0.028
-3.643, -3.386, 6.755, -0.075, -0.008, 0.100, -0.132, -0.012, -0.028
-3.536, -2.005, 5.180, -0.095, 0.016, 0.121, -0.132, -0.012, -0.027
-3.509, -0.679, 4.024, -0.120, 0.034, 0.138, -0.132, -0.012, -0.027
-3.588, 0.481, 3.148, -0.109, 0.048, 0.118, -0.133, -0.012, -0.027
-3.535, 1.146, 1.830, -0.062, 0.070, 0.073, -0.133, -0.012, -0.027
-3.776, 0.999, 1.002, -0.038, 0.137, 0.026, -0.133, -0.012, -0.027
-3.765, -0.586, -0.056, -0.716, -1.970, -0.022, -0.133, -0.012, -0.027
-3.862, -2.543, -0.304, -0.636, -0.599, -0.055, -0.134, -0.012, -0.027
-4.043, -4.161, -0.276, -0.711, -0.588, -0.048, -0.134, -0.013, -0.027
-4.109, -4.447, -0.220, -0.922, -0.774, -0.018, -0.134, -0.013, -0.027
-4.190, -3.774, -0.035, -2.741, -2.916, 0.022, -0.134, -0.013, -0.027
-4.239, -2.769, 0.168, 0.379, 0.694, 0.057, -0.135, -0.013, -0.027
-4.279, -1.784, 0.251, 0.115, 0.435, 0.064, -0.135, -0.014, -0.027
-4.302, -0.760, 0.129, 0.092, 0.910, 0.074, -0.135, -0.014, -0.027
-4.395, -0.511, -0.478, -0.328, -0.454, 0.050, -0.136, -0.014, -0.027
-4.406, -0.469, -1.264, -0.408, -0.328, 0.030, -0.136, -0.014, -0.027

-2.335, 5.469, -19.175, -0.401, -0.167, -0.837, -0.000, 0.000, -0.001
-2.758, 4.459, -21.299, -0.356, -0.238, -0.918, -0.000, 0.001, -0.003
-3.203, 3.919, -24.379, -0.280, -0.292, -0.867, -0.001, 0.001, -0.005
-3.470, 3.484, -28.414, -0.254, -0.393, -0.912, -0.001, 0.001, -0.006
-4.104, 3.533, -32.250, -0.263, -0.602, -1.078, -0.001, 0.002, -0.009
-5.001, 4.055, -35.870, -0.230, -0.809, -1.128, -0.002, 0.002, -0.012
-6.345, 4.607, -39.144, -0.177, -0.939, -1.070, -0.002, 0.002, -0.014
-8.522, 3.059, -41.952, -0.160, -1.192, -1.174, -0.002, 0.002, -0.017
-11.606, -1.116, -44.568, -0.972, -1.662, -1.449, -0.003, 0.002, -0.020
-15.010, -4.985, -47.706, -0.984, -2.015, -1.514, -0.004, 0.002, -0.024
-19.655, -8.540, -48.720, -0.911, -2.135, -1.343, -0.006, 0.001, -0.027
-26.006, -13.614, -48.720, -1.027, -2.853, -1.491, -0.008, 0.000, -0.031
-34.143, -20.337, -48.720, -0.869, -2.986, -1.265, -0.010, -0.001, -0.034
-40.700, -26.075, -44.256, -0.936, -3.874, -1.259, -0.013, -0.003, -0.038
-40.700, -32.407, -31.780, -0.814, -3.866, -0.905, -0.016, -0.005, -0.040
-40.700, -39.035, -13.449, -0.970, -4.795, -0.709, -0.019, -0.008, -0.042
-40.700, -39.101, 7.538, -0.484, -4.011, -0.249, -0.022, -0.010, -0.041
-40.700, -39.101, 29.716, -0.805, -4.685, 0.299, -0.025, -0.014, -0.039
-40.700, -39.101, 29.750, -0.833, -4.463, 0.983, -0.028, -0.017, -0.037
-40.700, -38.824, 29.750, -0.640, -3.542, 1.542, -0.031, -0.019, -0.035
-40.700, -24.928, 29.750, -0.472, -2.958, 2.072, -0.033, -0.021, -0.033
-37.953, -13.699, 29.750, -0.277, -2.686, 2.616, -0.036, -0.022, -0.031
-34.358, -9.133, 29.750, 0.010, -2.161, 2.655, -0.039, -0.023, -0.028
-31.351, -4.964, 29.750, 0.205, -1.528, 2.365, -0.041, -0.023, -0.026
-28.427, 1.945, 29.750, 0.248, -1.214, 2.384, -0.043, -0.023, -0.024
-25.599, 6.988, 29.750, 0.173, -1.102, 2.610, -0.045, -0.023, -0.022
-23.122, 8.219, 29.750, 0.039, -0.868, 2.438, -0.047, -0.022, -0.020
-21.244, 6.093, 29.750, -0.005, -0.545, 2.010, -0.049, -0.022, -0.018
-20.124, 0.737, 29.750, 0.042, -0.334, 2.121, -0.050, -0.022, -0.015
-20.348, -6.839, 29.750, 0.122, -0.046, 1.826, -0.051, -0.022, -0.013
-21.698, -11.467, 29.750, 0.247, 0.250, 2.146, -0.053, -0.023, -0.011
-23.686, -10.715, 29.750, 0.330, 0.506, 2.102, -0.055, -0.024, -0.009
-25.796, -5.507, 29.750, 0.469, 0.897, 2.614, -0.057, -0.024, -0.007
-27.106, 5.705, 29.750, 0.496, 1.076, 2.515, -0.059, -0.024, -0.005
-27.215, 19.169, 29.750, 0.630, 1.493, 2.905, -0.061, -0.023, -0.002
-26.301, 28.198, 29.750, 0.533, 1.556, 2.431, -0.062, -0.021, -0.000
-25.094, 31.548, 25.280, 0.441, 1.967, 2.390, -0.064, -0.018, 0.002
-23.481, 30.708, 17.537, 0.185, 1.896, 1.773, -0.066, -0.016, 0.003
-21.891, 27.746, 10.463, -0.060, 2.261, 1.608, -0.068, -0.014, 0.004
-20.680, 22.639, 7.390, -0.266, 2.076, 1.114, -0.069, -0.013, 0.004
-20.160, 16.859, 6.928, -0.432, 2.364, 0.963, -0.071, -0.011, 0.005
-19.970, 11.262, 6.185, -0.490, 2.425, 0.758, -0.072, -0.010, 0.005
-20.287, 6.771, 5.617, -0.414, 2.223, 0.566, -0.074, -0.010, 0.006
-20.967, 3.712, 4.442, -0.336, 2.322, 0.525, -0.075, -0.009, 0.006
-21.644, 2.318, 1.490, -0.242, 2.968, 0.601, -0.077, -0.009, 0.006
-22.143, 2.089, -2.817, 0.200, 2.119, 0.640, -0.079, -0.009, 0.006
-22.219, 2.704, -7.747, 0.299, 2.061, 0.610, -0.080, -0.009, 0.006
-21.610, 3.738, -13.038, 0.348, 2.098, 0.647, -0.081, -0.009, 0.005
-20.632, 5.042, -17.603, 0.333, 2.324, 0.751, -0.083, -0.008, 0.004
-19.264, 6.681, -21.367, 0.192, 2.235, 0.744, -0.085, -0.008, 0.002
-17.729, 8.940, -23.711, -0.023, 1.879, 0.625, -0.086, -0.007, 0.000
-16.265, 10.115, -23.611, -0.245, 1.978, 0.601, -0.087, -0.006, -0.002
-14.803, 11.489, -25.799, -0.412, 1.643, 0.401, -0.088, -0.006, -0.003
-12.957, 11.662, -26.510, -0.592, 1.517, 0.242, -0.089, -0.005, -0.005
-11.738, 9.806, -26.092, -0.704, 1.547, 0.052, -0.090, -0.004, -0.007
-10.810, 7.782, -25.582, -0.629, 1.396, -0.122, -0.091, -0.003, -0.009
-9.939, 6.529, -25.693, -0.418, 1.118, -0.228, -0.091, -0.003, -0.011
-9.083, 6.521, -26.883, -0.221, 0.998, -0.313, -0.092, -0.003, -0.012
-8.359, 6.759, -28.638, -0.063, 0.978, -0.441, -0.093, -0.002, -0.015
-7.547, 6.704, -30.386, 0.052, 0.814, -0.537, -0.093, -0.001, -0.017
-6.809, 6.063, -31.487, 0.077, 0.565, -0.568, -0.094, -0.001, -0.019
-6.137, 5.044, -31.765, 0.058, 0.444, -0.734, -0.094, -0.001, -0.022
-5.474, 3.575, -31.233, -0.002, 0.219, -0.726, -0.095, -0.000, -0.024
-5.122, 2.206, -29.769, -0.052, 0.056, -0.878, -0.095, -0.000, -0.026
-4.969, 1.239, -27.676, -0.073, -0.110, -0.815, -0.095, -0.000, -0.028
-4.870, 0.629, -25.642, -0.086, -0.280, -0.941, -0.096, -0.000, -0.030
-4.834, 0.147, -24.243, -0.062, -0.366, -0.851, -0.096, -0.000, -0.032
-4.713, 0.215, -23.633, -0.033, -0.531, -0.969, -0.096, -0.000, -0.034
-4.970, -0.004, -23.183, -0.701, -0.574, -0.873, -0.097, -0.000, -0.035
-5.202, -0.552, -23.745, -0.761, -0.761, -1.007, -0.097, -0.000, -0.037
-5.607, -0.704, -25.105, -0.673, -0.785, -0.906, -0.098, -0.000, -0.039
-6.154, -0.492, -27.493, -0.757, -1.022, -1.029, -0.098, -0.000, -0.041
-6.928, 0.132, -30.615, 0.052, -1.190, -1.046, -0.099, -0.000, -0.043
-8.269, 0.335, -34.782, 0.052, -1.241, -0.962, -0.099, -0.000, -0.045
-9.929, -0.046, -40.475, -0.705, -1.469, -1.006, -0.100, -0.000, -0.048
-12.940, -0.015, -45.517, -0.903, -1.979, -1.166, -0.101, -0.000, -0.051
-17.499, 0.817, -48.720, -0.289, -2.371, -1.187, -0.102, -0.000, -0.055
-23.845, 0.973, -48.720, -0.441, -2.523, -1.079, -0.104, -0.000, -0.058
-32.111, -0.665, -48.720, -1.466, -3.353, -1.245, -0.106, -0.000, -0.062
-40.700, -1.985, -48.700, -1.418, -3.461, -1.074, -0.109, -0.000, -0.066
-40.700, -1.183, -42.022, -1.493, -3.951, -0.978, -0.111, -0.000, -0.068
-40.700, 0.740, -31.029, -0.829, -4.964, -0.969, -0.114, -0.000, -0.071
-40.700, 3.157, -9.601, -0.714, -5.547, -0.885, -0.118, -0.000, -0.072
-40.700, 2.452, 26.542, -0.713, -4.901, -0.791, -0.120, 0.000, -0.071
-40.700, 0.791, 29.750, -0.340, -4.926, -0.837, -0.123, 0.000, -0.069
-40.700, -2.513, 29.750, 0.012, -5.008, -1.021, -0.126, -0.000, -0.066
-34.218, -11.830, 29.750, -0.042, -3.982, -1.118, -0.129, -0.001, -0.064
-20.600, -22.740, 29.750, -0.056, -2.420, -0.958, -0.131, -0.002, -0.062
-13.798, -28.234, 29.750, -0.094, -1.656, -0.781, -0.132, -0.004, -0.060
-9.949, -24.092, 29.750, -0.265, -0.830, -0.289, -0.132, -0.006, -0.058
-8.258, -15.922, 29.750, -0.435, -0.517, 0.041, -0.133, -0.007, -0.055
-7.191, -7.764, 24.138, -0.353, -0.252, 0.225, -0.134, -0.008, -0.054
-6.064, -1.387, 14.520, -0.225, -0.173, 0.313, -0.134, -0.008, -0.053
-5.068, 3.052, 7.796, -0.016, -0.142, 0.239, -0.134, -0.008, -0.052
-4.430, 4.314, 5.344, 0.120, -0.216, 0.141, -0.135, -0.008, -0.052
-4.037, 2.357, 6.312, 0.127, -0.280, -0.010, -0.135, -0.008, -0.051
-3.733, -1.593, 8.181, 0.053, -0.274, -0.110, -0.135, -0.008, -0.050
-3.326, -4.699, 9.051, 0.029, -0.296, -0.154, -0.136, -0.008, -0.050
-3.278, -6.605, 8.790, 0.026, -0.237, -0.106, -0.136, -0.008, -0.049
-3.268, -6.803, 8.289, 0.041, -0.211, -0.039, -0.136, -0.009, -0.049
-3.270, -4.885, 7.082, 0.066, -0.210, 0.046, -0.136, -0.009, -0.048
-3.254, -1.717, 5.795, 0.075, -0.191, 0.115, -0.137, -0.009, -0.048
-3.317, 0.883, 5.376, 0.075, -0.166, 0.113, -0.137, -0.009, -0.047
-3.382, 1.642, 5.781, 0.056, -0.163, 0.072, -0.137, -0.009, -0.047
-3.436, 1.661, 7.010, 0.054, -0.172, 0.027, -0.137, -0.009, -0.046
-3.556, 0.927, 8.035, 0.047, -0.144, -0.017, -0.138, -0.009, -0.046
-3.793, -0.173, 8.400, 0.027, -0.089, -0.044, -0.138, -0.009, -0.045
-4.057, -0.989, 8.170, 0.011, -0.046, -0.058, -0.138, -0.009, -0.045
-4.285, -1.564, 6.889, -0.007, -0.004, -0.064, -0.138, -0.009, -0.044
-4.448, -1.780, 5.110, -0.043, 0.040, -0.057, -0.139, -0.009, -0.044
-4.656, -2.341, 3.556, -0.081, 0.069, -0.046, -0.139, -0.010, -0.043
-4.880, -2.791, 2.035, -0.121, 0.136, -0.041, -0.140, -0.010, -0.043
-4.923, -2.300, 0.766, -0.074, 0.255, -0.017, -0.140, -0.010, -0.043
-4.881, -1.667, -0.137, -0.793, -1.119, -0.005, -0.140, -0.010, -0.043
-4.849, -1.480, -0.738, -0.434, -0.332, -0.007, -0.141, -0.010, -0.043
-4.884, -1.518, -1.196, -0.449, -0.303, -0.009, -0.141, -0.010, -0.043
-4.949, -1.718, -1.844, -0.378, -0.230, -0.011, -0.141, -0.010, -0.043
-4.947, -1.587, -2.299, -0.415, -0.253, -0.009, -0.142, -0.011, -0.044
-4.941, -1.598, -2.313, -0.367, -0.242, -0.008, -0.142, -0.011, -0.044

-2.238, 1.623, -26.862, 0.057, -0.390, -0.700, -0.000, 0.000, -0.002
-2.934, 1.228, -31.042, 0.049, -0.580, -0.752, -0.000, 0.000, -0.004
-4.058, 1.581, -32.081, 0.002, -0.736, -0.710, -0.001, 0.000, -0.006
-5.146, -1.778, -32.657, -0.814, -1.105, -0.898, -0.001, 0.000, -0.009
