-0.077, -0.943, -2.344, 0.854, 11.841, 78.491
-0.178, -0.968, -3.040, 6.592, -27.710, 84.351
-0.312, -1.129, -3.610, 18.738, -78.796, 89.172
-0.560, -1.150, -3.935, 29.053, -139.465, 100.098
-0.922, -0.839, -3.602, 26.978, -208.862, 117.065
-1.319, -0.430, -2.362, 4.211, -277.954, 131.714
-1.613, 0.061, -0.318, -24.719, -334.290, 143.433
-1.667, 0.736, 2.212, -40.466, -364.441, 153.992
-1.483, 1.385, 4.000, -36.438, -358.948, 158.752
-1.154, 2.478, 4.000, 2.869, -315.979, 159.302
-0.798, 3.340, 4.000, 72.693, -243.713, 143.372
-0.511, 4.000, 4.000, 109.192, -158.997, 115.417
-0.369, 4.000, 4.000, 111.023, -77.637, 75.012
-0.386, 4.000, 4.000, 85.144, -7.935, 18.372
-0.546, 4.000, 4.000, 63.721, 51.270, -47.668
-0.847, 4.000, 4.000, 62.927, 108.093, -112.122
-1.164, 3.477, 4.000, 73.975, 165.283, -164.246
-1.429, 2.443, 3.702, 83.862, 217.773, -200.562
-1.638, 1.590, 2.693, 89.661, 256.042, -220.337
-1.786, 0.890, 1.927, 94.177, 281.128, -228.027
-1.930, 0.459, 1.522, 105.652, 296.387, -226.990
-2.132, 0.431, 1.346, 121.155, 307.922, -218.994
-2.375, 0.610, 1.082, 131.714, 322.144, -213.440
-2.666, 0.796, 0.738, 129.211, 337.219, -216.614
-2.909, 0.626, 0.289, 113.770, 349.915, -230.103
-3.077, 0.008, -0.362, 89.539, 359.009, -250.488
-2.980, -0.922, -1.072, 71.228, 360.107, -264.832
-2.828, -1.839, -1.873, 75.867, 350.342, -263.733
-2.575, -2.513, -2.592, 89.966, 331.909, -246.521
-2.195, -2.826, -3.423, 132.935, 301.514, -211.243
-1.831, -3.364, -4.000, 135.010, 261.963, -176.880
-1.442, -3.678, -4.000, 98.206, 210.815, -136.963
-1.111, -4.000, -4.000, 35.645, 148.743, -95.581
-0.954, -4.000, -4.000, -9.338, 75.745, -43.884
-0.874, -3.510, -4.000, -62.256, -6.897, 15.076
-1.047, -2.198, -4.000, -114.258, -99.121, 71.045
-1.499, -0.892, -4.000, -136.597, -203.613, 102.966
-2.190, 0.028, -4.000, -135.254, -319.092, 108.582
-3.177, 0.452, -4.000, -136.597, -441.833, 99.426
-4.000, 0.715, -4.000, -162.354, -562.134, 90.027
-4.000, 1.042, -2.830, -179.565, -669.250, 86.426
-4.000, 1.459, 0.746, -161.926, -751.526, 83.069
-4.000, 1.978, 4.000, -125.183, -792.053, 71.167
-4.000, 2.102, 4.000, -58.716, -763.000, 45.227
-3.690, 1.610, 4.000, -11.230, -669.678, 5.249
-2.351, 0.570, 4.000, 1.221, -525.574, -35.706
-1.166, -0.375, 4.000, 9.277, -352.783, -55.298
-0.485, -0.980, 4.000, 25.208, -176.819, -56.702
-0.185, -1.223, 4.000, 36.682, -36.194, -45.654
0.042, -1.335, 4.000, 32.104, 48.706, -33.325
0.149, -1.220, 2.420, 16.296, 90.698, -19.043
0.181, -0.982, 0.835, -4.211, 100.342, -5.859
0.227, -0.705, -0.021, -16.663, 82.458, 2.747
0.247, -0.453, -0.236, -16.479, 50.293, 8.545
0.195, -0.175, 0.077, -15.564, 16.724, 9.583
0.115, 0.023, 0.748, -14.893, -9.338, 6.531
0.030, 0.010, 1.470, -18.005, -22.278, -1.099
-0.032, -0.087, 1.905, -18.433, -20.752, -8.911
-0.097, -0.300, 2.020, -15.076, -9.827, -15.503
-0.159, -0.466, 1.886, -10.620, 3.967, -18.799
-0.204, -0.672, 1.630, -5.371, 16.602, -18.921
-0.208, -0.831, 1.332, -2.563, 25.513, -15.747
-0.220, -0.806, 1.242, -5.371, 29.114, -7.812
-0.249, -0.690, 1.200, -10.681, 30.823, -0.244
-0.239, -0.661, 1.112, -13.611, 32.898, 4.761
-0.248, -0.576, 1.073, -14.526, 34.180, 9.766
-0.264, -0.409, 1.051, -14.954, 35.095, 15.503
-0.261, -0.301, 0.954, -14.893, 36.377, 17.517
-0.259, -0.280, 0.780, -15.503, 37.170, 16.724
-0.275, -0.273, 0.667, -14.526, 35.278, 16.174
-0.261, -0.220, 0.679, -9.460, 30.823, 16.418
-0.275, -0.128, 0.788, -2.869, 26.062, 16.846
-0.260, -0.087, 0.836, 0.427, 23.315, 15.076
